"","ID","MonthlyIncome"
"1",871,6055.42318685292
"2",872,2607.58233055329
"3",873,12230.6083390393
"4",874,2471.49165746544
"5",875,2173.15469795322
"6",876,5779.65922518024
"7",877,5818.0769284464
"8",878,2103.96285073055
"9",879,2452.60792745908
"10",880,12273.2551586234
"11",881,9062.63567461919
"12",882,2606.51760385556
"13",883,5814.41522531136
"14",884,5885.2500183934
"15",885,5911.28438151468
"16",886,5955.85670948448
"17",887,5873.66303958423
"18",888,5883.40469457153
"19",889,5379.82665186911
"20",890,2574.52482735364
"21",891,5844.60079359735
"22",892,8753.05972958046
"23",893,9050.73185669253
"24",894,5731.68855221719
"25",895,9188.39082337287
"26",896,9349.55650457883
"27",897,8707.34825297408
"28",898,16267.8039753275
"29",899,5701.18827854268
"30",900,2766.34119646677
"31",901,2639.57287879973
"32",902,6029.41391057396
"33",903,5907.71655069326
"34",904,2695.84938095729
"35",905,16134.8671736957
"36",906,5782.7042390359
"37",907,9303.74953278352
"38",908,6238.63463569037
"39",909,2301.94676874565
"40",910,2774.14581922742
"41",911,19257.0406023879
"42",912,2733.34570950787
"43",913,2563.62503843801
"44",914,12848.1443609328
"45",915,6159.62656563055
"46",916,5245.01676735417
"47",917,2617.65051058002
"48",918,5724.29210432035
"49",919,2587.39975230339
"50",920,2782.09702438582
"51",921,2536.29913875219
"52",922,2567.66364204345
"53",923,5486.11710125565
"54",924,5926.54762186107
"55",925,16062.6163188988
"56",926,2430.53911748231
"57",927,5915.5341233122
"58",928,12931.4551537339
"59",929,2197.15486113565
"60",930,2426.72969175676
"61",931,5803.84018776172
"62",932,12891.504096554
"63",933,9129.55274270186
"64",934,2917.06762054534
"65",935,2240.56817707056
"66",936,2270.39509738147
"67",937,9268.67844384748
"68",938,9273.70482979986
"69",939,5832.37774203284
"70",940,2455.05137730262
"71",941,2460.54732851252
"72",942,9082.13007413977
"73",943,9060.25775868089
"74",944,5927.00011523171
"75",945,2172.77047137065
"76",946,5993.04831718669
"77",947,2438.29111086303
"78",948,2311.76935302065
"79",949,2225.8850858557
"80",950,5842.73661557464
"81",951,2849.02588886335
"82",952,5860.72344744813
"83",953,5959.62081560694
"84",954,2218.35439321353
"85",955,5631.37296815187
"86",956,8839.2885636225
"87",957,9415.4330581903
"88",958,2186.31222057063
"89",959,8926.84940727523
"90",960,19444.0554788139
"91",961,2557.38531802029
"92",962,5680.89014464967
"93",963,5964.81552996018
"94",964,5862.89661742737
"95",965,2703.8127753437
"96",966,19174.0125500899
"97",967,2285.12417886549
"98",968,9060.04498504227
"99",969,16218.8329375635
"100",970,2183.62573856452
"101",971,5745.07486800414
"102",972,5840.3092883317
"103",973,2315.71174214512
"104",974,2416.47429304041
"105",975,5767.13514289488
"106",976,2585.61872930113
"107",977,6164.46320636755
"108",978,2605.00561974864
"109",979,9053.54438763859
"110",980,19371.4527767995
"111",981,2280.43156115405
"112",982,8989.40782512649
"113",983,2639.83348878548
"114",984,2297.44272880575
"115",985,5811.98095037778
"116",986,2639.72617676902
"117",987,2577.81387045477
"118",988,5894.14581787138
"119",989,8935.00382519167
"120",990,2563.53364283116
"121",991,5821.99979820088
"122",992,2638.63441956479
"123",993,5643.58603863366
"124",994,6088.2638140978
"125",995,5758.51413753216
"126",996,5581.7297034197
"127",997,2845.06618053887
"128",998,16253.2437024541
"129",999,8970.47810447181
"130",1000,2195.28985056188
"131",1001,5951.70115633554
"132",1002,5875.28494741374
"133",1003,5700.28361795703
"134",1004,6235.09759171869
"135",1005,2855.79094927912
"136",1006,5932.7664734913
"137",1007,2277.25213997351
"138",1008,5984.64998370302
"139",1009,19206.1283788989
"140",1010,5967.84710620925
"141",1011,9190.30550194009
"142",1012,5632.14096412658
"143",1013,5798.03171071754
"144",1014,5526.66112340873
"145",1015,5551.27261614741
"146",1016,2418.29466166741
"147",1017,2362.56831766542
"148",1018,8969.40794992205
"149",1019,8838.41723049547
"150",1020,2528.5524217533
"151",1021,6097.01972234087
"152",1022,5790.10777477886
"153",1023,5765.19280623677
"154",1024,9376.16701262629
"155",1025,16074.077617891
"156",1026,19102.2128033379
"157",1027,5749.94571380267
"158",1028,5656.83090148213
"159",1029,5810.26379357657
"160",1030,9108.92822635065
"161",1031,5997.0716690173
"162",1032,2740.81794494432
"163",1033,12890.6507199992
"164",1034,2610.14452756743
"165",1035,5479.8853707687
"166",1036,2548.47615163682
"167",1037,5532.0407689293
"168",1038,8918.31516561166
"169",1039,13151.7293856373
"170",1040,5767.40736398109
"171",1041,2184.87414273859
"172",1042,2706.1452296895
"173",1043,8880.28062493214
"174",1044,6040.6325546073
"175",1045,2536.6025543365
"176",1046,2328.37060912125
"177",1047,6294.07995566509
"178",1048,12971.1985888937
"179",1049,2361.82961816788
"180",1050,5869.28246725704
"181",1051,9255.35556837068
"182",1052,2283.0063412296
"183",1053,5958.03320253558
"184",1054,2519.69428852907
"185",1055,2652.30362914738
"186",1056,2467.02370605446
"187",1057,6230.18680491893
"188",1058,16071.5978326033
"189",1059,5704.90514388909
"190",1060,2764.11037538463
"191",1061,6185.4058991817
"192",1062,6001.31563981131
"193",1063,5981.22336922164
"194",1064,2373.16354953014
"195",1065,6260.11813783518
"196",1066,2389.78748408694
"197",1067,2748.39518359078
"198",1068,19404.4315682335
"199",1069,5902.98138357009
"200",1070,2892.52295791783
"201",1071,2519.44742413212
"202",1072,6024.25309144388
"203",1073,2262.74962061911
"204",1074,5985.14838683383
"205",1075,6035.76655200382
"206",1076,16274.5313441702
"207",1077,19206.0973707786
"208",1078,5275.00515031463
"209",1079,5838.7923017381
"210",1080,5564.69005746871
"211",1081,2770.49556241604
"212",1082,2643.12370697012
"213",1083,2463.50687121292
"214",1084,6136.97543854061
"215",1085,9001.16270261618
"216",1086,9091.86058012286
"217",1087,5910.91354044268
"218",1088,2880.67485889807
"219",1089,2693.34173735992
"220",1090,5684.12836096282
"221",1091,5671.14529372907
"222",1092,5725.39956573288
"223",1093,12919.9961336621
"224",1094,5852.54161661705
"225",1095,5899.58121471141
"226",1096,6170.85539474708
"227",1097,2769.63512925495
"228",1098,2473.99731408279
"229",1099,2373.31349239567
"230",1100,6047.92265463155
"231",1101,19166.6170694916
"232",1102,5964.98645021287
"233",1103,6078.73814819516
"234",1104,9226.30064714555
"235",1105,2694.92582348148
"236",1106,2435.32961070122
"237",1107,2622.25090497097
"238",1108,5706.39622046459
"239",1109,5537.81156921543
"240",1110,5808.03206432262
"241",1111,5907.59367053656
"242",1112,13471.6822703376
"243",1113,13131.4028506506
"244",1114,6201.25948071698
"245",1115,9059.59802164559
"246",1116,2460.73042480592
"247",1117,6065.7890100519
"248",1118,5323.70635789932
"249",1119,9200.18125108282
"250",1120,2339.15582582843
"251",1121,8948.41744063483
"252",1122,16220.3165536965
"253",1123,5788.40356418509
"254",1124,16418.043792591
"255",1125,2542.25408014408
"256",1126,2290.90644516945
"257",1127,2230.77487954023
"258",1128,5693.78250276502
"259",1129,16088.9486977138
"260",1130,2353.88208880196
"261",1131,13015.2270178408
"262",1132,15906.3467966743
"263",1133,6045.16518411813
"264",1134,2352.38631555973
"265",1135,2342.44918177967
"266",1136,2442.4927602069
"267",1137,2463.75726925193
"268",1138,5826.99169800361
"269",1139,8935.61779433687
"270",1140,16132.8066703985
"271",1141,5858.13113060583
"272",1142,5977.23490672401
"273",1143,9278.68703057403
"274",1144,5755.86810035216
"275",1145,5891.1371027571
"276",1146,5894.62482377687
"277",1147,5548.01842072918
"278",1148,2378.99754636221
"279",1149,2524.36645596616
"280",1150,6029.1870308514
"281",1151,2728.54013858568
"282",1152,5872.65016416968
"283",1153,5764.25139296769
"284",1154,2310.16150033205
"285",1155,6085.7739834972
"286",1156,12225.4486776016
"287",1157,2451.44561619486
"288",1158,5775.41757916162
"289",1159,2670.04441460506
"290",1160,6199.98551658624
"291",1161,2756.33542327694
"292",1162,9141.79243627793
"293",1163,2380.05091870544
"294",1164,9128.9175047991
"295",1165,2578.51319874761
"296",1166,2270.85819013562
"297",1167,9093.73996291198
"298",1168,5621.83266587123
"299",1169,2392.02890060719
"300",1170,2711.11454233017
